molecule_chembl_id,canonical_smiles,standard_value,bioactivity_classification
CHEMBL185837,O/N=C/c1cc(O)ccc1-c1noc2cc(O)ccc12,2390.0,intermediate
CHEMBL361078,Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,30.0,active
CHEMBL362307,Oc1ccc2c(-c3cc(Cl)c(O)cc3O)noc2c1,33.0,active
CHEMBL186597,Cc1cc(-c2noc3cc(O)ccc23)c(O)cc1O,65.0,active
CHEMBL186598,CCCc1cc(-c2noc3cc(O)ccc23)c(CC)cc1O,13.0,active
CHEMBL189200,CCCc1cc(-c2noc3cc(O)ccc23)c(CCC)cc1O,22.0,active
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.2,active
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,395.0,active
CHEMBL187105,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,8.0,active
CHEMBL187219,Oc1ccc2c(-c3ccc4c(O)cccc4c3)noc2c1,24.0,active
CHEMBL188458,Oc1ccc2c(-c3ccc4c(Br)c(O)ccc4c3)noc2c1,360.0,active
CHEMBL188299,Oc1ccc2cc(-c3noc4ccc(O)cc34)ccc2c1,463.0,active
CHEMBL187393,Oc1ccc2c(-c3noc4cc(O)ccc34)cccc2c1,49.0,active
CHEMBL188051,Oc1ccc2c(-c3cccc4c(O)cccc34)noc2c1,6.0,active
CHEMBL189073,Oc1ccc2c(-c3cccc4ccc(O)cc34)noc2c1,1727.0,intermediate
CHEMBL185918,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,117.0,active
CHEMBL189077,Oc1ccc2c(-c3nc4ccc(O)cc4o3)cccc2c1,35.0,active
CHEMBL363017,Oc1ccc2nc(-c3ccc(O)c4ccccc34)oc2c1,1900.0,intermediate
CHEMBL188527,Oc1ccc2nc(-c3cccc4ccccc34)oc2c1,1880.0,intermediate
CHEMBL362355,Oc1ccc2nc(-c3cccc4c(Br)c(O)ccc34)oc2c1,373.0,active
CHEMBL189556,Oc1ccc2c(-c3nc4cc(F)c(O)cc4o3)cccc2c1,434.0,active
CHEMBL183367,Oc1ccc2c(-c3nc4cc(O)ccc4o3)cccc2c1,153.0,active
CHEMBL183368,Cc1cc(O)c2cccc(-c3nc4ccc(O)cc4o3)c2c1,163.0,active
CHEMBL187313,Oc1ccc2cc(-c3nc4cc(O)ccc4o3)ccc2c1,3800.0,intermediate
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.2,active
CHEMBL190467,O=C1C(c2ccc(O)cc2)=C(Br)c2ccc(O)cc21,290.0,active
CHEMBL371777,CC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,55.0,active
CHEMBL191841,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,12.0,active
CHEMBL193108,CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,10.0,active
CHEMBL192586,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2ccc(O)cc21,9.0,active
CHEMBL192587,COc1cc(O)cc2c1C(Br)=C(c1ccc(O)cc1)C2=O,200.0,active
CHEMBL192325,O=C1C(c2ccc(O)cc2)=C(O)c2ccc(O)cc21,5000.0,intermediate
CHEMBL192326,O=C1C(c2ccc(O)cc2)=C(O)c2cc(O)cc(O)c21,5000.0,intermediate
CHEMBL189541,NC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,5000.0,intermediate
CHEMBL190238,CC/N=C1/C(c2ccc(O)cc2)=C(O)c2cc(O)cc(O)c21,5000.0,intermediate
CHEMBL190487,O=C1C(c2ccc(O)cc2)=C(Br)c2c(O)cc(O)cc21,710.0,active
CHEMBL190038,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,2.0,active
CHEMBL190025,CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,580.0,active
CHEMBL190682,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2c(O)cc(O)cc21,47.0,active
CHEMBL363872,O=C1C(c2ccc(O)cc2)=C(Br)c2cc(O)ccc21,5.2,active
CHEMBL193207,COc1ccc2c(c1)C(Br)=C(c1ccc(O)cc1)C2=O,1800.0,intermediate
CHEMBL370037,CC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,6.0,active
CHEMBL192765,CSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,3.1,active
CHEMBL190104,CCSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,480.0,active
CHEMBL373095,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)ccc21,10.0,active
CHEMBL371788,CC1=C(c2ccc(O)cc2)C(=O)c2c(O)cc(O)cc21,31.0,active
CHEMBL191836,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)cc(O)c21,3.0,active
CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1000.0,active
CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1000.0,active
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,4660.0,intermediate
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,4660.0,intermediate
CHEMBL30707,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,75.7,active
CHEMBL30707,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,75.7,active
CHEMBL195560,Oc1ccc(C2=COc3cc(O)ccc3C2)cc1,1000000.0,inactive
CHEMBL195560,Oc1ccc(C2=COc3cc(O)ccc3C2)cc1,1000000.0,inactive
CHEMBL193518,O=c1oc2cc(O)ccc2c(Cc2ccccc2)c1-c1ccc(Cl)cc1,120.0,active
CHEMBL193518,O=c1oc2cc(O)ccc2c(Cc2ccccc2)c1-c1ccc(Cl)cc1,120.0,active
CHEMBL195612,O=c1c(-c2cc3ccccc3o2)c(C(F)(F)F)oc2cc(O)ccc12,1000000.0,inactive
CHEMBL195612,O=c1c(-c2cc3ccccc3o2)c(C(F)(F)F)oc2cc(O)ccc12,1000000.0,inactive
CHEMBL8145,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,1000000.0,inactive
CHEMBL8145,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,1000000.0,inactive
CHEMBL443831,COc1ccccc1Oc1coc2cc(O)ccc2c1=O,1000000.0,inactive
CHEMBL443831,COc1ccccc1Oc1coc2cc(O)ccc2c1=O,1000000.0,inactive
CHEMBL370039,O=C(Cc1cc2ccccc2o1)c1ccc(O)cc1O,85700.0,inactive
CHEMBL370039,O=C(Cc1cc2ccccc2o1)c1ccc(O)cc1O,85700.0,inactive
CHEMBL424829,COc1cc(-c2cc(=O)c3cc(O)ccc3o2)ccc1O,1000000.0,inactive
CHEMBL424829,COc1cc(-c2cc(=O)c3cc(O)ccc3o2)ccc1O,1000000.0,inactive
CHEMBL192877,O=C(CCc1ccc(O)cc1)c1ccc(O)cc1O,1000000.0,inactive
CHEMBL192877,O=C(CCc1ccc(O)cc1)c1ccc(O)cc1O,1000000.0,inactive
CHEMBL191905,COc1cccc(COc2ccc3c4c(c(=O)oc3c2)CCC4)c1,1000000.0,inactive
CHEMBL191905,COc1cccc(COc2ccc3c4c(c(=O)oc3c2)CCC4)c1,1000000.0,inactive
CHEMBL192548,O=C(Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1)c1ccco1,2320.0,intermediate
CHEMBL192548,O=C(Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1)c1ccco1,2320.0,intermediate
CHEMBL427166,O=c1nc2n(c3cc4ccccc4cc13)Cc1ccccc1-2,1000000.0,inactive
CHEMBL427166,O=c1nc2n(c3cc4ccccc4cc13)Cc1ccccc1-2,1000000.0,inactive
CHEMBL447837,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)c(F)c1,58.0,active
CHEMBL195289,Oc1ccc2cc(-c3cc(F)c(O)cc3F)ccc2c1,27.0,active
CHEMBL363177,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,118.0,active
CHEMBL192621,Oc1cc(F)c(-c2ccc3cc(O)ccc3c2)c(F)c1,10.3,active
CHEMBL192260,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)c(F)c1,35.0,active
CHEMBL195311,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(Cl)c1,10.0,active
CHEMBL191710,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)c(Cl)c1,36.0,active
CHEMBL427180,COc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,174.0,active
CHEMBL195389,Cc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,40.0,active
CHEMBL191300,Cc1cc(O)ccc1-c1ccc2c(Cl)c(O)ccc2c1,40.0,active
CHEMBL193727,Oc1ccc2cc(-c3ccc(O)c(F)c3)ccc2c1,92.0,active
CHEMBL191808,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,143.0,active
CHEMBL365999,Oc1ccc2cc(-c3ccc(O)c(Cl)c3)ccc2c1,107.0,active
CHEMBL426085,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1Cl,356.0,active
CHEMBL191716,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1,92.0,active
CHEMBL192068,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1Cl,519.0,active
CHEMBL192386,Oc1ccc(-c2cc(F)c3cc(O)ccc3c2)cc1,22.0,active
CHEMBL363425,Oc1ccc2cc(-c3ccc(O)c(F)c3)cc(F)c2c1,21.0,active
CHEMBL193146,Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1,40.0,active
CHEMBL191901,Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1F,125.0,active
CHEMBL363367,Oc1ccc(-c2cc(Cl)c3cc(O)ccc3c2)cc1,30.0,active
CHEMBL192876,Oc1ccc(-c2cc(Cl)c3c(Cl)c(O)ccc3c2)cc1,43.0,active
CHEMBL371624,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)cc12,105.0,active
CHEMBL192154,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,210.0,active
CHEMBL362966,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Br)c12,131.0,active
CHEMBL195807,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Cl)c12,109.0,active
CHEMBL191238,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,299.0,active
CHEMBL195280,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(F)c12,312.0,active
CHEMBL365941,O=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,231.0,active
CHEMBL195290,C=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,254.0,active
CHEMBL193064,CCc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,235.0,active
CHEMBL192016,C#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,247.0,active
CHEMBL363633,CC#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,343.0,active
CHEMBL363634,N#Cc1cc(-c2ccc(O)cc2F)cc2ccc(O)cc12,26.0,active
CHEMBL194326,N#Cc1cc(-c2cc(F)c(O)cc2F)cc2ccc(O)cc12,186.0,active
CHEMBL426641,N#Cc1cc(-c2c(F)cc(O)cc2F)cc2ccc(O)cc12,45.0,active
CHEMBL195154,N#Cc1cc(-c2cc(F)c(O)c(F)c2)cc2ccc(O)cc12,548.0,active
CHEMBL194762,N#Cc1cc(O)cc2ccc(-c3ccc(O)cc3)cc12,84.0,active
CHEMBL192000,N#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,96.0,active
CHEMBL195039,N#Cc1cc(O)c(Br)c2ccc(-c3ccc(O)c(F)c3)cc12,116.0,active
CHEMBL371564,N#Cc1cc(O)c(C#N)c2ccc(-c3ccc(O)c(F)c3)cc12,877.0,active
CHEMBL371126,Cc1c(O)cc(C#N)c2cc(-c3ccc(O)c(F)c3)ccc12,406.0,active
CHEMBL192218,N#Cc1cc(O)c(Cl)c2ccc(-c3ccc(O)cc3)cc12,98.0,active
CHEMBL192390,N#Cc1cc(O)c(Cl)c2ccc(-c3ccc(O)c(F)c3)cc12,55.0,active
CHEMBL191759,C#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,73.0,active
CHEMBL192849,CC#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,180.0,active
CHEMBL192901,O=Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,73.0,active
CHEMBL191648,C=Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,527.0,active
CHEMBL195208,CCc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,113.0,active
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,395.0,active
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.2,active
CHEMBL191974,Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1,211.0,active
CHEMBL193010,Oc1cccc(-c2ccc3c(O)cccc3c2)c1,1452.0,intermediate
CHEMBL193726,Oc1ccc(-c2ccc3c(O)cccc3c2)cc1,22.0,active
CHEMBL195058,Oc1ccc2cc(-c3ccccc3O)ccc2c1,5000.0,intermediate
CHEMBL195217,Oc1cccc(-c2ccc3cc(O)ccc3c2)c1,230.0,active
CHEMBL191714,Oc1ccc2cc(-c3ccccc3)ccc2c1,1345.0,intermediate
CHEMBL191715,Oc1ccc(-c2ccc3ccc(O)cc3c2)cc1,442.0,active
CHEMBL194873,Oc1cccc(-c2ccc3ccc(O)cc3c2)c1,2642.0,intermediate
CHEMBL194718,Oc1ccc2ccc(-c3ccccc3)cc2c1,3405.0,intermediate
CHEMBL194772,Oc1ccc(-c2ccc3ccccc3c2)cc1,638.0,active
CHEMBL364092,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1,91.0,active
CHEMBL194936,Oc1ccc(-c2ccc3c(Br)c(O)ccc3c2)cc1,266.0,active
CHEMBL192782,Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,77.0,active
CHEMBL364502,N#Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,1402.0,intermediate
CHEMBL192102,Oc1ccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)cc1,1231.0,intermediate
CHEMBL372030,Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,282.0,active
CHEMBL195786,COc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,884.0,active
CHEMBL195788,O=[N+]([O-])c1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,709.0,active
CHEMBL195878,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(F)c1,24.0,active
CHEMBL192539,CCC1=N[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@H](c2ccc(O)cc2)N1,38.0,active
CHEMBL195212,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(N2CCN3CCCCC3C2)cc1,63.0,active
CHEMBL195212,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(N2CCN3CCCCC3C2)cc1,23.2,active
CHEMBL195465,CC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,69.0,active
CHEMBL195465,CC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,34.9,active
CHEMBL195216,CCN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1C,38.0,active
CHEMBL195216,CCN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1C,64.0,active
CHEMBL192055,CCC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,162.0,active
CHEMBL192055,CCC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,512.0,active
CHEMBL427533,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,185.0,active
CHEMBL427533,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,55.0,active
CHEMBL426461,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,106.0,active
CHEMBL426461,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,46.6,active
CHEMBL192187,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccc(F)cc3)cc2)CC1,87.0,active
CHEMBL192187,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccc(F)cc3)cc2)CC1,46.1,active
CHEMBL372011,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(F)c3)cc2)CC1,163.0,active
CHEMBL372011,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(F)c3)cc2)CC1,153.0,active
CHEMBL372029,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,108.0,active
CHEMBL372029,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,31.0,active
CHEMBL194334,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,169.0,active
CHEMBL194334,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,18.2,active
CHEMBL364492,CC(C)N1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,83.0,active
CHEMBL364492,CC(C)N1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,18.0,active
CHEMBL195118,CC(C)CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,119.0,active
CHEMBL195118,CC(C)CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,31.5,active
CHEMBL191711,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(CC4CC4)CC3)cc2)c1,122.0,active
CHEMBL195466,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCC4)CC3)cc2)c1,123.0,active
CHEMBL195466,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCC4)CC3)cc2)c1,19.6,active
CHEMBL191646,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCCC4)CC3)cc2)c1,177.0,active
CHEMBL191646,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCCC4)CC3)cc2)c1,21.8,active
CHEMBL103650,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,285.0,active
CHEMBL101382,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCCC2)cc1,19.0,active
CHEMBL101382,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCCC2)cc1,16.5,active
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,28.0,active
CHEMBL328190,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,4.0,active
CHEMBL328190,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,3.1,active
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,622.0,active
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,22.0,active
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,2.4,active
CHEMBL195371,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,18.0,active
CHEMBL264216,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,3.34,active
CHEMBL196283,CN(C)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,51.4,active
CHEMBL371072,CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c3sc4cc(O)ccc4c32)cc1,18.0,active
CHEMBL195991,CCN(CC)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,57.4,active
CHEMBL382734,CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c3sc4cc(O)ccc4c32)cc1,31.2,active
CHEMBL196836,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCOCC4)cc3)c21,126.0,active
CHEMBL370282,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCOCC4)cc3)c21,10.0,active
CHEMBL196509,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCCC21OCCO1,10000.0,inactive
CHEMBL382102,C=C[C@H]1OC2(CCCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O[C@@H]1C=C,10000.0,inactive
CHEMBL371311,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC21OCCO1,10000.0,inactive
CHEMBL194012,C[C@H]1OC2(CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O[C@@H]1C,10000.0,inactive
CHEMBL195723,C=C[C@H]1OC2(CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O[C@@H]1C=C,10000.0,inactive
CHEMBL434183,C[C@H]1C[C@H](C)OC2(CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O1,10000.0,inactive
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.89,active
CHEMBL363412,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCC4)cc3)c21,39.0,active
CHEMBL196131,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCC4)cc3)c21,2.84,active
CHEMBL371308,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,27.2,active
CHEMBL370849,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,6.0,active
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.2,active
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,395.0,active
CHEMBL191974,Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1,211.0,active
CHEMBL59438,Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1,1775.0,intermediate
CHEMBL196530,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3n2)cc1,632.0,active
CHEMBL196583,Oc1ccc(-c2ccc3c(Br)c(O)ccc3n2)cc1,1140.0,intermediate
CHEMBL372783,Oc1ccc(-c2cc(Cl)c3cc(O)ccc3n2)cc1,213.0,active
CHEMBL198410,Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Cl)c2c1,246.0,active
CHEMBL198411,Oc1ccc(-c2cc(Br)c3cc(O)ccc3n2)cc1,212.0,active
CHEMBL194265,Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Br)c2c1,283.0,active
CHEMBL198088,Oc1ccc2nc(-c3cc(F)c(O)c(F)c3)cc(Br)c2c1,783.0,active
CHEMBL198089,C=Cc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,504.0,active
CHEMBL197757,C=Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,385.0,active
CHEMBL198679,CCc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,634.0,active
CHEMBL198680,CCc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,1750.0,intermediate
CHEMBL440757,C#Cc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,1500.0,intermediate
CHEMBL198445,C#Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,1309.0,intermediate
CHEMBL198204,C#Cc1cc(-c2cc(F)c(O)c(F)c2)nc2ccc(O)cc12,4820.0,intermediate
CHEMBL197667,N#Cc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,455.0,active
CHEMBL371009,N#Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,1047.0,intermediate
CHEMBL197889,CC(=O)c1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,3138.0,intermediate
CHEMBL371305,CC(=O)c1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,3370.0,intermediate
CHEMBL196742,Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(-c3ccccc3)c2c1,1815.0,intermediate
CHEMBL372304,COc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,6630.0,intermediate
CHEMBL196577,CC(O)c1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,5000.0,intermediate
CHEMBL362623,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,2.6,active
CHEMBL183584,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,3.0,active
CHEMBL180300,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,1.3,active
CHEMBL182402,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CC[C@@H](C)C1,1.3,active
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1.8,active
CHEMBL372337,C[C@@H]1CCN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)C1,0.6,active
CHEMBL198803,C[C@@H](COc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)N1CCCC1,0.2,active
CHEMBL46740,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0.6,active
CHEMBL198914,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CC[C@@H](C)C3)cc2)c2ccc(O)cc12,0.5,active
CHEMBL372808,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OC[C@H](C)N3CCCC3)cc2)c2ccc(O)cc12,0.4,active
CHEMBL328190,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,1.4,active
CHEMBL437695,C[C@@H]1CCN(CCOc2ccc([C@@H]3c4ccc(O)cc4CC[C@@H]3c3ccccc3)cc2)C1,0.5,active
CHEMBL197495,C[C@@H](COc1ccc([C@@H]2c3ccc(O)cc3CC[C@@H]2c2ccccc2)cc1)N1CCCC1,0.6,active
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0.75,active
